"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESD","01 Feb 2021","11","6.84"
"MRP","CONRESD","01 Feb 2021","12","5.57"
"MRP","CONRESD","01 Feb 2021","13","4.80"
"MRP","CONRESD","01 Feb 2021","14","8.37"
"MRP","CONRESD","01 Feb 2021","15","5.57"
"MRP","CONRESD","01 Feb 2021","16","8.00"
"MRP","CONRESD","01 Feb 2021","17","11.87"
"MRP","CONRESD","01 Feb 2021","18","14.40"
"MRP","CONRESD","01 Feb 2021","19","15.00"
"MRP","CONRESD","01 Feb 2021","20","11.93"
"MRP","CONRESD","01 Feb 2021","21","13.85"
"MRP","CONRESD","01 Feb 2021","22","13.71"
"MRP","CONRESD","01 Feb 2021","23","13.23"
"MRP","CONRESD","01 Feb 2021","24","8.00"
"MRP","CONRESD","01 Feb 2021","25","7.27"
"MRP","CONRESD","01 Feb 2021","26","7.27"
"MRP","CONRESD","01 Feb 2021","27","11.93"
"MRP","CONRESD","01 Feb 2021","28","13.26"
"MRP","CONRESD","01 Feb 2021","29","13.29"
"MRP","CONRESD","01 Feb 2021","30","12.06"
"MRP","CONRESD","01 Feb 2021","31","11.96"
"MRP","CONRESD","01 Feb 2021","32","14.40"
"MRP","CONRESD","01 Feb 2021","33","15.00"
"MRP","CONRESD","01 Feb 2021","34","14.10"
"MRP","CONRESD","01 Feb 2021","35","11.93"
"MRP","CONRESD","01 Feb 2021","36","8.29"
"MRP","CONRESD","01 Feb 2021","37","8.31"
"MRP","CONRESD","01 Feb 2021","38","10.39"
"MRP","CONRESD","01 Feb 2021","39","20.16"
"MRP","CONRESD","01 Feb 2021","40","11.93"
"MRP","CONRESD","01 Feb 2021","41","10.73"
"MRP","CONRESD","01 Feb 2021","42","8.00"
"MRP","CONRESD","01 Feb 2021","43","5.79"
"MRP","CONRESD","01 Feb 2021","44","3.84"
"MRP","CONRESD","01 Feb 2021","45","2.28"
"MRP","CONRESD","01 Feb 2021","46","0.80"
"MRP","CONRESD","01 Feb 2021","47","0.72"
"MRP","CONRESD","01 Feb 2021","48","3.34"
"MRP","CONRESE","01 Feb 2021","1","0.71"
"MRP","CONRESE","01 Feb 2021","2","0.50"
"MRP","CONRESE","01 Feb 2021","3","2.32"
"MRP","CONRESE","01 Feb 2021","4","2.44"
"MRP","CONRESE","01 Feb 2021","5","2.85"
"MRP","CONRESE","01 Feb 2021","6","2.32"
"MRP","CONRESE","01 Feb 2021","7","1.67"
"MRP","CONRESE","01 Feb 2021","8","1.65"
"MRP","CONRESE","01 Feb 2021","9","1.65"
"MRP","CONRESE","01 Feb 2021","10","2.00"
"MRP","CONRESE","01 Feb 2021","11","2.85"
"MRP","CONRESE","01 Feb 2021","12","2.32"
"MRP","CONRESE","01 Feb 2021","13","2.00"
"MRP","CONRESE","01 Feb 2021","14","3.49"
"MRP","CONRESE","01 Feb 2021","15","2.32"
"MRP","CONRESE","01 Feb 2021","16","3.33"
"MRP","CONRESE","01 Feb 2021","17","4.95"
"MRP","CONRESE","01 Feb 2021","18","6.00"
"MRP","CONRESE","01 Feb 2021","19","6.25"
"MRP","CONRESE","01 Feb 2021","20","4.97"
"MRP","CONRESE","01 Feb 2021","21","5.77"
"MRP","CONRESE","01 Feb 2021","22","5.71"
"MRP","CONRESE","01 Feb 2021","23","5.51"
"MRP","CONRESE","01 Feb 2021","24","3.33"
"MRP","CONRESE","01 Feb 2021","25","3.03"
"MRP","CONRESE","01 Feb 2021","26","3.03"
"MRP","CONRESE","01 Feb 2021","27","4.97"
"MRP","CONRESE","01 Feb 2021","28","5.52"
"MRP","CONRESE","01 Feb 2021","29","5.54"
"MRP","CONRESE","01 Feb 2021","30","5.02"
"MRP","CONRESE","01 Feb 2021","31","4.98"
"MRP","CONRESE","01 Feb 2021","32","6.00"
"MRP","CONRESE","01 Feb 2021","33","6.25"
"MRP","CONRESE","01 Feb 2021","34","5.88"
"MRP","CONRESE","01 Feb 2021","35","4.97"
"MRP","CONRESE","01 Feb 2021","36","3.45"
"MRP","CONRESE","01 Feb 2021","37","3.46"
"MRP","CONRESE","01 Feb 2021","38","4.33"
"MRP","CONRESE","01 Feb 2021","39","8.40"
"MRP","CONRESE","01 Feb 2021","40","4.97"
"MRP","CONRESE","01 Feb 2021","41","4.47"
"MRP","CONRESE","01 Feb 2021","42","3.33"
"MRP","CONRESE","01 Feb 2021","43","2.41"
"MRP","CONRESE","01 Feb 2021","44","1.60"
"MRP","CONRESE","01 Feb 2021","45","0.95"
"MRP","CONRESE","01 Feb 2021","46","0.33"
"MRP","CONRESE","01 Feb 2021","47","0.30"
"MRP","CONRESE","01 Feb 2021","48","1.39"
"MRP","PRIRESA","02 Feb 2021","1","0.13"
"MRP","PRIRESA","02 Feb 2021","2","0.96"
"MRP","PRIRESA","02 Feb 2021","3","0.33"
"MRP","PRIRESA","02 Feb 2021","4","0.08"
"MRP","PRIRESA","02 Feb 2021","5","0.33"
"MRP","PRIRESA","02 Feb 2021","6","0.13"
"MRP","PRIRESA","02 Feb 2021","7","0.13"
"MRP","PRIRESA","02 Feb 2021","8","0.13"
"MRP","PRIRESA","02 Feb 2021","9","0.13"
"MRP","PRIRESA","02 Feb 2021","10","0.13"
"MRP","PRIRESA","02 Feb 2021","11","0.07"
"MRP","PRIRESA","02 Feb 2021","12","0.33"
"MRP","PRIRESA","02 Feb 2021","13","0.14"
"MRP","PRIRESA","02 Feb 2021","14","0.60"
"MRP","PRIRESA","02 Feb 2021","15","0.59"
"MRP","PRIRESA","02 Feb 2021","16","0.14"
"MRP","PRIRESA","02 Feb 2021","17","0.22"
"MRP","PRIRESA","02 Feb 2021","18","0.79"
